id;year;hour;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;count
1797;2012;22;3;0;1;1;31.16;35.605;58;6.0032;288
1799;2012;12;2;0;1;2;24.6;31.06;46;27.9993;283
1800;2011;13;4;0;0;3;16.4;20.455;62;15.0013;308
1801;2011;6;3;0;1;1;26.24;28.79;83;7.0015;105
1802;2012;18;3;0;1;1;31.16;37.12;75;15.0013;839
1804;2012;3;3;0;1;3;28.7;33.335;89;12.998;5
1806;2011;10;1;0;1;2;14.76;17.425;81;11.0014;68
1808;2011;18;1;0;1;1;13.12;15.91;39;12.998;224
1810;2012;14;2;0;0;3;28.7;32.575;61;19.9995;428
1813;2012;7;1;0;1;1;8.2;10.605;80;8.9981;256
1814;2011;18;1;0;1;1;27.88;31.82;39;11.0014;331
1815;2011;15;1;0;1;1;13.94;18.18;34;0;64
1820;2011;2;4;0;1;1;8.2;12.88;69;0;4
1821;2011;7;1;0;0;2;9.02;13.635;55;0;3
1822;2011;18;3;0;1;1;34.44;37.88;41;8.9981;529
1823;2012;7;2;0;0;2;14.76;17.425;71;8.9981;84
1824;2011;21;2;0;0;2;27.06;31.06;47;7.0015;185
1825;2012;17;3;0;0;1;28.7;31.82;37;16.9979;671
1826;2011;14;3;1;0;1;30.34;34.85;70;11.0014;357
1827;2012;7;4;0;0;3;16.4;20.455;87;15.0013;23
1830;2011;23;3;0;1;2;32.8;37.12;49;11.0014;132
1832;2012;22;1;0;1;1;21.32;25;55;8.9981;202
1833;2012;8;4;0;1;1;15.58;19.695;46;26.0027;798
1834;2012;17;4;0;0;1;15.58;19.695;87;8.9981;345
1835;2012;5;1;0;0;2;14.76;18.18;93;6.0032;2
1836;2012;20;1;0;0;1;12.3;15.15;52;11.0014;126
1837;2012;5;2;0;1;2;21.32;25;72;6.0032;17
1839;2012;2;1;0;0;2;6.56;6.82;47;19.0012;43
1840;2011;13;2;0;1;1;30.34;34.09;62;19.0012;204
1841;2011;0;1;0;1;1;4.1;3.79;36;23.9994;17
1842;2012;0;2;0;1;1;19.68;23.485;39;19.0012;37
1843;2012;15;4;0;0;1;18.04;21.97;67;8.9981;417
1845;2011;7;3;0;0;1;28.7;32.575;70;6.0032;65
1847;2011;10;2;0;1;1;20.5;24.24;51;12.998;89
1848;2011;5;4;0;0;1;17.22;21.21;88;7.0015;8
1850;2011;6;3;0;1;1;27.06;31.06;74;6.0032;94
1852;2012;5;3;0;1;1;24.6;28.79;78;11.0014;37
1853;2011;22;3;0;1;1;18.04;21.97;67;19.0012;115
1854;2012;15;1;0;1;1;22.96;26.515;40;8.9981;233
1855;2011;22;4;1;0;1;13.12;15.91;39;12.998;91
1861;2011;6;4;0;1;2;18.04;21.97;33;19.9995;82
1862;2012;15;2;0;1;1;19.68;23.485;33;27.9993;324
1863;2012;23;1;0;1;1;13.12;15.15;33;19.9995;86
1865;2011;19;3;0;1;1;32.8;38.635;59;8.9981;368
1867;2011;6;1;0;0;2;6.56;8.335;74;11.0014;2
1868;2012;18;3;0;1;1;26.24;31.06;36;11.0014;877
1869;2012;23;4;0;1;1;11.48;15.15;75;6.0032;134
1870;2011;2;2;0;1;2;22.14;25.76;73;22.0028;5
1871;2011;17;3;0;0;1;21.32;25;72;15.0013;359
1872;2012;5;2;0;0;1;15.58;19.695;46;0;12
1873;2012;18;1;0;1;1;9.84;10.605;32;23.9994;355
1874;2012;9;3;0;1;2;26.24;28.79;89;0;220
1876;2011;2;3;0;1;1;25.42;31.06;57;12.998;15
1878;2012;15;2;0;1;1;20.5;24.24;27;19.0012;537
1880;2012;2;3;0;1;1;29.52;33.335;58;0;10
1882;2011;1;1;0;1;1;9.84;9.85;30;31.0009;1
1883;2012;10;2;0;1;1;22.96;26.515;52;16.9979;205
1884;2012;22;2;0;1;1;20.5;24.24;42;7.0015;232
1887;2011;10;2;0;0;2;21.32;25;94;11.0014;167
1888;2012;13;1;0;1;1;25.42;30.305;61;16.9979;263
1889;2012;10;2;0;0;1;20.5;24.24;25;15.0013;299
1894;2011;15;1;0;1;1;15.58;19.695;37;11.0014;101
1895;2012;3;4;0;1;1;22.14;25.76;73;0;16
1898;2011;22;4;0;1;1;20.5;24.24;77;0;104
1899;2011;23;1;0;1;1;18.86;22.725;67;19.9995;44
1901;2011;11;3;0;1;1;33.62;38.635;52;8.9981;142
1902;2011;12;3;0;1;2;29.52;33.335;51;8.9981;229
1903;2012;12;3;0;1;2;31.98;36.365;55;6.0032;285
1904;2012;10;3;0;1;1;28.7;33.335;79;7.0015;208
1905;2011;12;1;0;0;1;9.84;10.605;41;19.0012;104
1906;2012;15;2;0;1;1;29.52;32.575;39;12.998;377
1907;2012;8;1;0;1;2;9.84;11.365;70;15.0013;508
1908;2011;21;4;0;1;3;22.14;25.76;100;7.0015;83
1910;2012;12;1;0;1;1;14.76;16.665;50;16.9979;191
1911;2012;17;4;0;1;2;16.4;20.455;94;16.9979;495
1912;2011;15;3;0;0;1;33.62;37.12;43;19.9995;324
1913;2011;8;1;0;1;1;17.22;21.21;67;16.9979;280
1915;2011;13;4;0;1;1;22.14;25.76;49;6.0032;189
1916;2012;2;2;0;1;2;19.68;23.485;88;7.0015;3
1917;2012;1;3;0;1;1;27.88;31.82;82;8.9981;24
1919;2011;2;4;0;1;1;10.66;15.15;75;0;2
1920;2012;19;2;0;1;1;28.7;32.575;54;19.0012;590
1921;2011;14;2;0;1;2;20.5;24.24;82;19.0012;44
1923;2012;3;4;0;1;2;22.14;25.76;88;12.998;5
1924;2011;3;3;0;1;1;23.78;27.275;83;0;4
1926;2011;17;4;0;1;1;15.58;19.695;46;12.998;378
1927;2011;4;4;0;0;1;10.66;11.365;48;22.0028;8
1928;2012;6;2;0;0;1;13.94;16.665;76;11.0014;21
1931;2012;3;3;0;1;2;29.52;33.335;54;27.9993;5
1932;2011;11;1;0;1;1;10.66;12.12;25;16.9979;57
1933;2012;0;1;0;0;1;10.66;13.635;70;7.0015;86
1934;2012;13;3;0;0;2;39.36;43.18;31;16.9979;360
1935;2012;10;4;0;1;2;11.48;12.88;56;19.9995;178
1936;2011;21;2;0;1;1;21.32;25;88;0;85
1937;2011;12;2;0;1;2;24.6;31.06;38;0;217
1939;2012;1;1;0;0;2;13.12;15.15;39;16.9979;72
1940;2011;6;3;0;1;1;27.06;30.305;83;6.0032;100
1941;2012;22;3;0;1;1;28.7;32.575;61;11.0014;226
1942;2011;21;3;0;0;2;20.5;24.24;72;12.998;170
1943;2012;21;2;0;1;1;31.16;35.605;62;11.0014;276
1945;2011;18;1;0;0;3;17.22;21.21;88;16.9979;35
1946;2011;0;2;0;0;1;17.22;21.21;82;8.9981;86
1947;2011;8;4;0;1;1;21.32;25;63;0;467
1948;2012;14;2;0;1;1;25.42;30.305;23;15.0013;334
1949;2012;10;2;0;0;1;24.6;30.305;60;16.9979;350
1950;2012;1;1;0;1;3;22.96;26.515;52;32.9975;26
1951;2011;4;4;0;0;1;17.22;21.21;67;8.9981;6
1952;2011;2;1;0;1;1;5.74;7.575;86;8.9981;1
1953;2011;7;3;1;0;1;27.06;31.06;74;11.0014;41
1955;2012;11;4;1;0;2;16.4;20.455;62;6.0032;308
1956;2012;18;2;0;1;2;25.42;30.305;69;11.0014;642
1958;2012;19;3;1;0;1;29.52;34.85;74;12.998;374
1959;2012;14;2;0;0;1;28.7;31.82;39;19.0012;628
1963;2012;9;4;0;0;2;16.4;20.455;87;16.9979;103
1964;2012;19;2;0;0;1;32.8;34.85;29;11.0014;360
1966;2011;22;2;0;0;2;18.86;22.725;82;0;100
1967;2011;17;3;0;1;1;31.98;37.12;59;15.0013;596
1968;2012;3;2;0;0;1;22.14;25.76;64;7.0015;28
1969;2011;18;1;0;0;1;14.76;15.91;25;30.0026;88
1970;2012;23;4;0;1;1;14.76;17.425;57;12.998;100
1972;2012;8;3;0;1;2;28.7;33.335;79;0;605
1974;2011;5;3;0;1;1;26.24;28.79;89;7.0015;32
1975;2011;17;4;0;1;1;24.6;31.06;56;16.9979;563
1976;2011;12;2;0;0;1;24.6;31.06;40;12.998;373
1978;2012;23;1;0;1;1;13.94;17.425;53;6.0032;58
1979;2012;1;3;0;1;1;21.32;25;72;7.0015;21
1980;2011;15;1;1;0;2;8.2;10.605;47;11.0014;93
1981;2011;16;1;0;0;1;13.94;17.425;49;7.0015;157
1982;2012;12;4;0;1;3;18.04;21.97;100;15.0013;173
1983;2012;3;4;0;1;3;14.76;16.665;87;19.0012;3
1985;2012;8;3;0;0;1;25.42;29.545;78;19.0012;151
1986;2012;13;2;0;1;2;26.24;31.06;53;16.9979;266
1987;2012;10;4;0;1;1;18.04;21.97;77;8.9981;136
1988;2011;0;4;0;1;1;9.84;14.395;65;0;34
1990;2011;23;1;0;1;2;8.2;9.85;59;12.998;23
1992;2011;17;4;0;1;3;14.76;17.425;81;15.0013;177
1993;2012;5;2;0;0;1;21.32;25;72;12.998;12
1994;2011;18;4;1;0;2;26.24;31.06;53;0;473
1995;2012;8;2;0;0;1;21.32;25;52;11.0014;195
1996;2012;21;4;0;0;2;14.76;18.94;93;0;106
1997;2012;3;2;0;0;1;22.96;26.515;73;16.9979;26
2000;2011;20;4;0;1;1;16.4;20.455;76;0;181
2001;2011;14;4;0;0;1;12.3;16.665;28;0;242
2002;2011;15;3;0;0;2;23.78;27.275;60;8.9981;365
2003;2011;3;4;0;1;1;7.38;12.12;80;0;3
2004;2012;17;1;0;1;1;18.86;22.725;63;11.0014;495
2005;2011;8;3;0;1;2;21.32;25;77;8.9981;420
2006;2011;22;4;0;1;1;12.3;16.665;61;0;104
2007;2011;12;4;0;0;1;23.78;27.275;35;36.9974;456
2011;2012;13;1;0;1;2;12.3;15.91;42;6.0032;192
2013;2011;11;1;0;1;1;9.02;11.365;47;8.9981;64
2015;2011;23;2;0;1;1;30.34;33.335;51;11.0014;69
2017;2011;10;1;0;0;2;7.38;9.85;80;11.0014;61
2018;2011;10;3;0;1;1;31.16;34.85;52;7.0015;139
2019;2012;14;3;0;1;1;36.9;38.635;25;12.998;310
2021;2012;14;4;0;1;2;16.4;20.455;87;6.0032;181
2022;2011;1;4;0;1;1;20.5;24.24;72;15.0013;31
2023;2011;8;3;0;1;1;29.52;34.09;62;8.9981;432
2024;2012;11;3;1;0;2;30.34;34.85;70;19.0012;459
2025;2012;4;1;0;1;1;11.48;12.88;61;22.0028;3
2028;2011;13;4;0;1;1;24.6;31.06;49;26.0027;203
2030;2011;3;3;0;1;1;25.42;29.545;73;15.0013;6
2032;2011;3;3;0;1;1;24.6;29.545;73;12.998;7
2033;2012;19;3;0;1;1;31.16;34.09;40;7.0015;677
2035;2011;14;4;0;1;1;21.32;25;52;11.0014;152
2036;2012;1;1;0;1;1;13.94;18.18;53;0;5
2037;2011;23;4;0;1;3;17.22;21.21;88;8.9981;31
2038;2011;9;1;0;0;2;15.58;19.695;76;15.0013;20
2039;2012;1;3;0;1;1;27.88;31.82;79;16.9979;27
2041;2011;15;4;0;1;1;15.58;19.695;46;19.0012;189
2042;2011;15;1;0;1;1;16.4;20.455;54;19.0012;82
2046;2011;10;4;0;0;1;13.94;15.91;61;19.0012;232
2047;2012;9;2;0;1;2;13.12;15.15;49;19.9995;302
2048;2011;5;3;0;1;1;27.06;31.06;69;0;20
2049;2011;19;3;0;1;1;18.86;22.725;67;31.0009;232
2051;2012;9;3;0;1;2;27.06;30.305;83;11.0014;363
2053;2012;0;3;0;0;1;27.06;31.06;57;6.0032;187
2054;2012;12;3;0;1;1;27.88;31.82;36;8.9981;352
2056;2011;9;3;0;1;1;31.98;34.85;46;19.9995;213
2057;2011;2;4;0;0;1;7.38;8.335;55;16.9979;52
2059;2011;16;1;0;1;2;13.94;15.15;49;19.9995;113
2060;2011;7;1;0;0;1;15.58;19.695;17;35.0008;22
2062;2011;17;1;0;1;1;9.02;9.09;32;39.0007;176
2064;2011;9;4;0;1;1;19.68;23.485;77;0;241
2065;2011;6;2;0;1;1;13.94;15.91;66;16.9979;89
2066;2012;18;2;0;1;1;20.5;24.24;22;31.0009;484
2067;2011;4;4;0;1;1;13.12;16.665;81;6.0032;4
2068;2011;9;4;0;0;1;12.3;13.635;56;19.9995;141
2069;2011;0;4;0;0;1;12.3;14.395;56;16.9979;75
2070;2012;2;4;0;1;3;14.76;15.91;87;30.0026;11
2071;2012;9;2;0;1;2;22.14;25.76;88;12.998;349
2073;2012;16;4;0;1;1;17.22;21.21;58;16.9979;380
2074;2011;3;4;0;0;1;18.04;21.97;88;0;20
2077;2012;6;3;0;1;2;28.7;33.335;84;11.0014;173
2079;2012;2;1;0;1;1;18.04;21.97;44;19.0012;7
2080;2012;20;4;0;0;1;16.4;20.455;54;6.0032;255
2081;2011;4;4;0;1;1;9.02;11.365;44;11.0014;5
2082;2012;18;1;1;0;1;10.66;11.365;52;22.0028;181
2083;2012;16;1;0;1;1;23.78;27.275;32;19.9995;361
2084;2011;11;3;1;0;2;28.7;33.335;74;11.0014;308
2085;2011;3;3;0;1;1;29.52;34.09;70;11.0014;3
2087;2011;8;4;0;1;1;9.02;11.365;44;12.998;375
2088;2012;7;2;0;1;2;22.14;25.76;88;12.998;358
2089;2012;12;4;0;0;2;15.58;19.695;82;12.998;417
2090;2011;23;2;0;1;3;24.6;28.03;83;16.9979;16
2092;2011;23;1;1;0;3;6.56;6.82;86;19.0012;4
2093;2011;8;4;0;0;1;10.66;12.12;56;16.9979;92
2094;2011;2;3;0;1;1;31.16;34.85;55;0;5
2095;2011;11;3;0;1;1;29.52;33.335;51;8.9981;192
2097;2012;12;3;0;0;1;30.34;33.335;42;12.998;505
2098;2012;15;1;1;0;1;10.66;10.605;44;30.0026;192
2099;2012;19;4;0;1;1;15.58;19.695;27;23.9994;373
2100;2011;2;4;0;1;1;9.84;14.395;75;0;10
2103;2012;19;1;0;1;1;13.94;17.425;49;7.0015;267
2104;2012;14;1;0;0;2;10.66;12.12;81;16.9979;243
2106;2011;15;4;0;1;1;26.24;31.06;47;19.0012;182
2107;2012;3;4;0;1;1;12.3;15.15;70;11.0014;3
2109;2011;2;4;0;1;2;16.4;20.455;76;0;10
2111;2012;0;1;0;1;2;10.66;11.365;70;22.0028;12
2113;2011;20;3;0;1;1;29.52;33.335;58;15.0013;291
2114;2011;20;2;0;1;3;22.96;26.515;88;8.9981;213
2115;2012;8;3;0;1;1;32.8;37.12;49;8.9981;550
2116;2012;6;1;0;1;1;13.12;15.15;45;19.9995;100
2117;2011;21;4;0;1;3;18.04;21.97;88;19.0012;75
2118;2011;11;2;0;1;2;22.14;25.76;49;22.0028;165
2120;2011;12;4;0;1;1;14.76;17.425;46;15.0013;148
2121;2011;6;4;0;1;1;17.22;21.21;88;0;87
2124;2011;9;3;0;1;1;26.24;30.305;69;7.0015;207
2125;2011;8;4;0;1;1;10.66;11.365;60;22.0028;477
2129;2011;18;2;0;0;2;30.34;34.09;58;6.0032;296
2130;2011;15;2;0;1;3;13.94;15.91;87;15.0013;25
2131;2011;13;3;0;1;1;31.16;33.335;31;15.0013;217
2134;2011;16;2;0;1;1;24.6;31.06;46;19.0012;205
2135;2011;23;4;0;1;2;13.94;16.665;57;11.0014;82
2136;2012;0;3;0;1;1;21.32;25;72;7.0015;49
2137;2012;9;3;0;1;2;31.16;36.365;66;0;341
2139;2011;10;3;0;1;3;30.34;34.09;58;6.0032;68
2141;2011;14;2;0;1;1;22.96;26.515;43;6.0032;157
2144;2011;12;2;0;1;3;15.58;19.695;66;15.0013;80
2145;2011;1;1;0;1;1;12.3;15.15;62;6.0032;10
2146;2012;5;1;0;1;1;7.38;9.09;51;15.0013;25
2147;2012;9;2;0;0;1;28.7;32.575;58;0;266
2148;2012;8;1;0;0;1;9.02;13.635;87;0;102
2149;2012;6;1;0;1;2;11.48;14.395;96;8.9981;71
2151;2012;4;1;0;1;1;7.38;8.335;51;19.9995;3
2153;2012;15;3;0;0;1;36.9;40.91;37;19.0012;345
2154;2011;16;1;0;1;1;13.94;15.15;31;23.9994;122
2155;2012;19;1;0;1;1;15.58;19.695;37;15.0013;282
2157;2011;7;4;0;1;1;9.02;12.88;75;6.0032;199
2158;2011;9;3;0;0;2;28.7;33.335;74;11.0014;208
2159;2011;0;4;0;1;1;13.94;17.425;87;6.0032;18
2160;2012;10;1;0;1;1;5.74;7.575;50;8.9981;71
2161;2012;20;1;0;1;1;21.32;25;52;11.0014;264
2162;2011;19;4;0;0;2;15.58;19.695;82;12.998;126
2166;2012;16;2;0;1;1;27.06;31.06;34;16.9979;568
2167;2012;7;1;0;1;1;17.22;21.21;77;23.9994;334
2169;2012;1;2;0;1;1;20.5;24.24;59;6.0032;49
2170;2011;20;4;0;1;1;21.32;25;77;7.0015;229
2172;2012;21;3;0;1;1;30.34;34.85;66;16.9979;286
2173;2012;7;2;0;1;2;19.68;23.485;82;7.0015;385
2174;2011;5;4;0;0;1;10.66;12.88;60;11.0014;6
2176;2011;0;4;0;1;1;16.4;20.455;87;0;24
2177;2012;10;3;0;1;1;30.34;33.335;48;11.0014;214
2178;2011;15;3;0;1;1;35.26;39.395;41;16.9979;166
2179;2011;22;2;0;1;1;19.68;23.485;55;7.0015;104
2180;2012;21;4;0;1;1;18.86;22.725;63;0;195
2181;2012;12;2;0;0;1;26.24;31.06;36;11.0014;559
2182;2012;0;4;0;1;1;18.86;22.725;88;12.998;57
2185;2012;11;4;0;1;1;13.12;16.665;45;8.9981;216
2186;2011;19;2;0;0;1;27.88;31.82;65;11.0014;357
2187;2012;17;3;0;1;2;34.44;40.15;53;19.0012;741
2189;2012;7;4;0;1;3;22.14;25.76;94;0;154
2190;2012;0;3;0;1;1;28.7;32.575;70;6.0032;69
2191;2011;5;2;0;0;2;20.5;24.24;82;7.0015;14
2193;2011;9;3;0;1;1;30.34;34.85;67;15.0013;203
2195;2012;12;4;1;0;1;22.96;26.515;64;15.0013;419
2196;2012;10;2;0;1;1;20.5;24.24;27;32.9975;178
2197;2012;22;2;0;1;2;25.42;29.545;73;11.0014;164
2199;2012;5;2;0;1;2;22.96;26.515;88;8.9981;28
2202;2012;18;1;0;1;1;26.24;31.06;57;16.9979;801
2203;2012;21;3;0;1;1;31.16;36.365;66;15.0013;342
2204;2011;8;2;0;1;1;18.86;22.725;63;0;297
2205;2011;6;3;0;1;1;27.88;31.82;61;0;119
2206;2011;23;1;0;1;1;4.92;5.305;33;22.0028;12
2207;2012;12;1;0;0;2;12.3;15.91;70;6.0032;300
2208;2012;2;4;0;1;1;9.84;10.605;60;19.9995;1
2209;2011;16;2;0;1;1;23.78;27.275;24;27.9993;269
2210;2011;15;1;0;1;1;22.96;26.515;21;43.9989;90
2211;2011;5;3;0;1;2;24.6;27.275;88;12.998;17
2213;2012;4;1;0;0;1;5.74;7.575;50;8.9981;3
2214;2012;6;3;0;1;2;28.7;33.335;79;12.998;179
2215;2012;22;2;0;0;1;27.88;31.82;44;23.9994;134
2217;2012;1;2;0;1;1;21.32;25;34;12.998;14
2220;2011;16;1;0;1;2;12.3;14.395;42;15.0013;99
2222;2011;6;1;0;1;1;4.1;9.09;54;0;17
2225;2012;20;1;0;1;1;13.12;15.91;49;12.998;187
2226;2012;9;4;0;1;1;20.5;24.24;39;19.9995;400
2227;2012;15;1;0;0;1;9.02;11.365;27;12.998;206
2228;2011;6;3;0;1;3;25.42;27.275;94;11.0014;56
2229;2011;5;1;0;1;1;13.12;16.665;76;7.0015;13
2230;2011;16;4;0;0;1;17.22;21.21;38;19.9995;287
2231;2011;20;3;0;1;1;31.16;33.335;31;8.9981;312
2235;2012;3;3;0;1;1;25.42;28.79;83;6.0032;9
2237;2011;6;3;0;1;1;28.7;32.575;65;19.0012;95
2238;2011;17;1;0;1;2;8.2;12.88;37;0;187
2239;2011;18;2;0;1;1;22.96;26.515;30;0;337
2240;2012;13;4;0;1;2;22.14;25.76;49;8.9981;310
2241;2012;2;1;0;1;1;8.2;10.605;85;11.0014;5
2242;2012;17;4;0;1;1;12.3;15.91;45;7.0015;617
2243;2012;13;3;0;0;3;26.24;28.79;83;8.9981;162
2244;2011;4;3;1;0;2;27.88;31.82;69;19.0012;8
2245;2011;6;2;0;1;1;16.4;20.455;82;0;54
2246;2012;13;1;0;1;1;12.3;13.635;42;31.0009;130
2247;2011;9;4;0;0;1;20.5;24.24;77;0;185
2248;2012;14;3;0;1;1;36.08;38.635;32;15.0013;247
2249;2012;5;4;0;0;2;13.12;15.15;49;16.9979;9
2251;2012;20;2;0;0;1;27.06;31.06;39;12.998;314
2252;2012;17;3;0;1;1;33.62;36.365;34;12.998;897
2254;2012;5;1;0;1;1;18.04;21.97;82;8.9981;27
2255;2011;20;2;0;1;1;24.6;30.305;64;12.998;276
2256;2012;14;2;0;1;3;26.24;28.79;89;16.9979;60
2260;2011;3;2;0;0;2;21.32;25;100;0;32
2262;2012;11;1;0;1;2;10.66;13.635;56;8.9981;103
2263;2012;6;4;0;1;1;18.04;21.97;88;19.9995;153
2264;2011;14;4;0;0;1;27.88;31.82;47;11.0014;500
2266;2012;17;2;0;1;1;28.7;32.575;54;31.0009;643
2267;2012;10;2;0;0;2;16.4;20.455;71;7.0015;360
2268;2011;10;3;0;1;1;31.98;37.12;62;0;101
2270;2012;13;2;0;1;1;29.52;32.575;42;0;350
2274;2012;20;4;0;1;1;12.3;16.665;45;0;241
2276;2012;14;4;0;0;2;14.76;18.94;71;0;479
2279;2011;19;2;0;1;3;12.3;13.635;93;27.9993;53
2280;2011;2;4;0;0;1;9.02;12.12;55;7.0015;41
2281;2012;23;4;0;0;2;14.76;17.425;93;8.9981;33
2282;2011;19;1;0;0;2;18.86;22.725;67;22.0028;89
2284;2011;6;1;0;1;1;10.66;12.12;81;19.0012;32
2285;2011;0;1;0;1;2;11.48;15.91;87;0;10
2287;2011;6;4;0;1;1;12.3;16.665;81;0;92
2288;2011;4;4;0;1;1;13.12;17.425;87;0;4
2289;2011;19;3;0;0;2;22.14;25.76;68;7.0015;245
2290;2012;23;4;0;1;2;19.68;23.485;77;6.0032;84
2291;2012;6;1;0;1;1;8.2;9.85;59;12.998;64
2292;2012;6;3;0;1;1;25.42;29.545;73;6.0032;159
2293;2012;5;2;0;1;2;24.6;31.06;56;16.9979;40
2295;2012;3;1;0;1;1;10.66;14.395;56;6.0032;5
2296;2012;3;3;0;1;2;27.88;31.82;61;0;9
2297;2011;6;3;0;1;2;29.52;34.85;74;7.0015;134
2299;2012;21;2;0;1;1;25.42;31.06;41;22.0028;313
2300;2012;4;1;0;0;1;9.84;10.605;41;23.9994;4
2302;2012;7;3;0;1;1;28.7;33.335;79;0;473
2303;2012;20;2;0;1;1;22.96;26.515;49;15.0013;415
2304;2012;17;4;0;1;1;23.78;27.275;43;15.0013;948
2305;2012;2;2;0;1;1;14.76;17.425;53;11.0014;5
2306;2012;22;4;0;0;2;15.58;19.695;94;7.0015;160
2307;2011;5;2;0;1;2;18.86;22.725;72;12.998;18
2310;2011;0;3;0;1;3;27.88;31.82;69;12.998;62
2311;2011;8;1;0;0;1;17.22;21.21;47;32.9975;48
2312;2012;3;4;0;1;1;18.04;21.97;77;0;7
2314;2011;14;4;0;0;1;24.6;31.06;40;19.9995;462
2315;2012;6;3;0;0;1;28.7;33.335;84;15.0013;49
2316;2011;22;2;0;0;3;22.14;25.76;94;11.0014;26
2317;2011;8;2;0;0;1;12.3;15.91;70;7.0015;55
2318;2011;18;1;0;1;1;9.84;12.12;38;8.9981;169
2319;2012;18;4;0;1;1;28.7;32.575;65;0;810
2322;2012;0;2;0;0;1;26.24;31.06;53;7.0015;206
2323;2012;20;3;0;0;1;25.42;31.06;41;19.0012;356
2324;2012;18;2;1;0;1;32.8;34.85;31;26.0027;676
2327;2012;21;2;0;1;1;27.88;31.82;83;7.0015;274
2329;2011;4;3;0;1;1;29.52;34.09;70;8.9981;5
2330;2011;3;1;0;1;1;2.46;3.79;45;8.9981;2
2331;2011;16;2;0;1;1;25.42;30.305;61;22.0028;290
2334;2011;17;2;0;1;1;22.96;26.515;60;7.0015;411
2335;2012;2;4;0;1;1;16.4;20.455;66;6.0032;16
2338;2012;12;3;0;1;2;36.9;40.91;35;0;254
2339;2012;15;2;0;1;2;24.6;29.545;69;12.998;237
2340;2011;15;3;0;1;1;32.8;37.88;55;16.9979;165
2342;2012;14;1;0;1;1;18.86;22.725;36;12.998;178
2343;2011;8;2;0;1;1;17.22;21.21;58;11.0014;337
2344;2011;16;4;0;1;1;13.94;16.665;29;8.9981;209
2345;2011;20;3;0;1;1;27.06;31.06;74;12.998;272
2347;2012;13;2;0;1;1;21.32;25;27;19.0012;358
2348;2011;18;2;0;0;1;20.5;24.24;77;12.998;240
2349;2011;8;2;0;0;2;15.58;19.695;94;6.0032;55
2350;2011;22;4;0;1;2;18.86;22.725;88;7.0015;128
2351;2011;13;1;0;1;1;9.02;9.85;37;26.0027;77
2352;2011;8;3;1;0;2;27.06;30.305;78;12.998;101
2354;2012;0;3;0;0;2;22.96;26.515;73;12.998;124
2355;2012;2;4;0;0;1;12.3;16.665;65;0;37
2356;2012;9;2;0;0;1;17.22;21.21;54;8.9981;265
2357;2011;18;2;0;1;1;18.04;21.97;62;26.0027;321
2358;2012;13;1;0;1;2;24.6;31.06;49;43.0006;233
2359;2011;18;3;0;1;1;29.52;34.85;79;8.9981;463
2360;2011;23;4;0;0;1;12.3;15.15;70;8.9981;85
2361;2012;2;4;0;1;2;22.14;25.76;88;0;10
2362;2011;11;2;0;1;1;27.88;31.82;36;0;164
2364;2011;3;4;0;1;1;10.66;12.12;56;16.9979;7
2366;2011;23;3;0;0;1;28.7;33.335;74;8.9981;93
2367;2012;6;4;0;0;2;13.12;15.91;49;12.998;21
2368;2012;8;4;0;1;2;18.04;21.97;88;11.0014;721
2370;2011;20;1;0;1;1;8.2;11.365;47;7.0015;52
2371;2012;17;4;0;0;2;14.76;16.665;46;19.9995;410
2372;2011;4;3;0;1;1;22.14;25.76;94;7.0015;4
2373;2011;23;3;1;0;3;22.96;26.515;88;26.0027;20
2375;2011;1;3;0;1;1;25.42;29.545;78;6.0032;8
2376;2011;14;4;0;1;1;23.78;27.275;49;12.998;166
2377;2011;13;2;0;0;1;13.94;16.665;81;8.9981;137
2380;2012;8;3;0;1;2;28.7;32.575;54;0;713
2381;2012;10;2;0;1;1;25.42;29.545;78;16.9979;174
2383;2011;17;2;0;1;2;26.24;29.545;78;7.0015;272
2384;2011;21;4;0;1;1;20.5;24.24;63;19.9995;155
2385;2011;7;2;0;1;1;22.14;25.76;88;12.998;274
2386;2012;2;1;0;0;3;10.66;12.88;81;12.998;26
2389;2011;14;1;0;1;1;8.2;9.09;27;19.0012;48
2390;2011;14;3;0;1;1;34.44;36.365;34;22.0028;178
2391;2011;10;3;0;0;1;20.5;24.24;72;11.0014;260
2392;2011;11;4;0;0;1;13.94;16.665;81;11.0014;254
2393;2011;9;4;0;1;3;22.96;26.515;100;7.0015;109
2395;2011;20;3;0;1;3;28.7;33.335;84;7.0015;87
2397;2012;2;4;0;0;2;14.76;17.425;93;8.9981;70
2398;2012;2;1;0;1;1;10.66;15.15;65;0;1
2400;2011;7;2;0;1;3;13.94;15.15;93;23.9994;52
2401;2012;3;1;0;1;1;18.86;22.725;88;6.0032;2
2402;2012;11;4;0;0;2;16.4;20.455;87;7.0015;404
2403;2012;20;1;0;1;1;18.86;22.725;88;0;235
2405;2012;7;2;0;1;2;26.24;28.79;89;12.998;402
2406;2012;9;2;0;1;1;26.24;30.305;73;6.0032;328
2407;2011;9;4;0;0;1;21.32;25;48;19.9995;207
2408;2011;6;3;0;1;1;24.6;28.03;83;8.9981;76
2410;2011;4;2;1;0;1;15.58;19.695;82;6.0032;3
2413;2012;10;2;0;1;2;26.24;30.305;65;27.9993;198
2415;2012;0;1;0;0;1;14.76;17.425;50;11.0014;79
