distretto,mese,giorno,ora,veicolo,genere,età,esito
5,6,8,2,Motocicleta,M,20,Ferit lleu
10,6,9,2,Motocicleta,M,34,Ferit lleu
2,6,10,2,Motocicleta,M,35,Ferit lleu
4,6,10,2,Motocicleta,F,26,Ferit lleu
10,6,10,2,Motocicleta,M,27,Ferit lleu
9,6,12,2,Motocicleta,M,38,Ferit lleu
8,6,12,2,Motocicleta,M,38,Ferit lleu
4,6,14,2,Motocicleta,F,22,Ferit lleu
5,6,16,2,Motocicleta,M,70,Ferit lleu
2,6,16,2,Motocicleta,F,29,Ferit lleu
2,6,16,2,Motocicleta,F,28,Ferit lleu
10,6,17,2,Motocicleta,M,29,Ferit lleu
5,6,18,2,Motocicleta,F,19,Ferit lleu
3,6,18,2,Motocicleta,F,22,Ferit lleu
3,6,21,2,Motocicleta,M,31,Ferit lleu
1,6,20,2,Motocicleta,F,32,Ferit lleu
10,6,20,2,Motocicleta,M,29,Ferit lleu
9,6,21,2,Motocicleta,M,28,Ferit lleu
9,6,22,2,Motocicleta,M,27,Ferit lleu
10,6,22,2,Motocicleta,M,30,Ferit lleu
5,6,27,2,Motocicleta,M,36,Ferit lleu
2,6,29,2,Motocicleta,M,18,Ferit lleu
10,6,30,2,Motocicleta,M,49,Ferit lleu
6,7,2,2,Motocicleta,M,50,Ferit lleu
6,7,2,2,Motocicleta,M,36,Ferit lleu
2,7,3,2,Motocicleta,M,45,Ferit lleu
2,7,3,2,Motocicleta,F,27,Ferit lleu
7,7,3,2,Motocicleta,M,31,Ferit lleu
2,7,4,2,Motocicleta,M,24,Ferit lleu
2,7,6,2,Motocicleta,M,34,Ferit lleu
8,7,6,2,Motocicleta,M,31,Ferit lleu
7,7,8,2,Motocicleta,M,44,Ferit lleu
4,7,11,2,Motocicleta,M,28,Ferit lleu
2,7,12,2,Motocicleta,M,18,Ferit lleu
2,7,15,2,Motocicleta,M,33,Ferit lleu
10,7,16,2,Motocicleta,M,25,Ferit lleu
5,7,16,2,Motocicleta,M,55,Ferit lleu
6,7,16,2,Motocicleta,M,27,Ferit lleu
10,7,18,2,Motocicleta,M,48,Ferit lleu
7,7,18,2,Motocicleta,M,52,Ferit lleu
2,7,21,2,Motocicleta,M,25,Ferit lleu
2,7,21,2,Motocicleta,M,37,Ferit lleu
2,7,23,2,Motocicleta,M,51,Ferit lleu
2,7,24,2,Motocicleta,F,34,Ferit lleu
1,7,25,2,Motocicleta,M,35,Ferit lleu
8,7,25,2,Motocicleta,M,38,Ferit lleu
5,7,27,2,Motocicleta,M,36,Ferit lleu
3,7,27,2,Motocicleta,M,43,Ferit lleu
2,7,27,2,Motocicleta,M,34,Ferit lleu
2,7,27,2,Motocicleta,M,35,Ferit lleu
1,7,29,2,Motocicleta,M,56,Ferit lleu
2,8,1,2,Motocicleta,M,35,Ferit lleu
2,8,1,2,Motocicleta,M,27,Ferit lleu
4,8,3,2,Motocicleta,M,40,Ferit lleu
5,8,3,2,Motocicleta,M,20,Ferit lleu
2,8,3,2,Motocicleta,M,Desconegut,Ferit lleu
10,8,9,2,Motocicleta,M,54,Ferit lleu
3,8,13,2,Motocicleta,M,23,Ferit lleu
2,8,15,2,Motocicleta,M,29,Ferit lleu
2,8,17,2,Motocicleta,M,34,Ferit lleu
7,8,19,2,Motocicleta,M,35,Ferit lleu
2,8,19,2,Motocicleta,M,40,Ferit lleu
10,8,22,2,Motocicleta,M,38,Ferit lleu
10,8,22,2,Motocicleta,M,28,Ferit lleu
5,8,23,2,Motocicleta,M,32,Ferit lleu
10,8,24,2,Motocicleta,M,50,Ferit lleu
3,8,26,2,Motocicleta,M,39,Ferit lleu
4,8,26,2,Motocicleta,M,35,Ferit lleu
2,8,28,2,Motocicleta,M,44,Ferit lleu
2,8,28,2,Motocicleta,F,29,Ferit lleu
2,8,30,2,Motocicleta,M,24,Ferit lleu
10,8,30,2,Motocicleta,M,33,Ferit lleu
9,8,31,2,Motocicleta,F,51,Ferit lleu
3,9,4,2,Motocicleta,M,32,Ferit lleu
3,9,4,2,Motocicleta,M,33,Ferit lleu
7,9,4,2,Motocicleta,M,51,Ferit lleu
2,9,7,2,Motocicleta,F,26,Ferit lleu
5,9,8,2,Motocicleta,M,27,Ferit lleu
2,9,10,2,Motocicleta,F,35,Ferit lleu
6,9,11,2,Motocicleta,M,31,Ferit lleu
1,9,11,2,Motocicleta,M,Desconegut,Ferit lleu
2,9,11,2,Motocicleta,M,31,Ferit lleu
1,9,15,2,Motocicleta,M,31,Ferit lleu
2,9,15,2,Motocicleta,M,32,Ferit lleu
5,9,16,2,Motocicleta,M,44,Ferit lleu
4,9,16,2,Motocicleta,M,53,Ferit lleu
6,9,17,2,Motocicleta,M,24,Ferit lleu
3,9,18,2,Motocicleta,F,36,Ferit lleu
2,9,18,2,Motocicleta,M,32,Ferit lleu
10,9,22,2,Motocicleta,M,45,Ferit lleu
4,9,22,2,Motocicleta,M,25,Ferit lleu
3,9,24,2,Motocicleta,M,29,Ferit lleu
2,9,25,2,Motocicleta,M,23,Ferit lleu
5,9,28,2,Motocicleta,M,17,Ferit lleu
8,9,26,2,Motocicleta,M,27,Ferit lleu
10,9,27,2,Motocicleta,M,37,Ferit lleu
4,9,29,2,Motocicleta,M,24,Ferit lleu
6,9,29,2,Motocicleta,M,28,Ferit lleu
8,9,30,2,Motocicleta,M,43,Ferit lleu
1,10,1,2,Motocicleta,M,40,Ferit lleu
7,10,4,2,Motocicleta,M,25,Ferit lleu
2,10,4,2,Motocicleta,M,38,Ferit lleu
2,10,5,2,Motocicleta,M,31,Ferit lleu
4,10,6,2,Motocicleta,M,25,Ferit lleu
1,10,7,2,Motocicleta,M,52,Ferit lleu
5,10,7,2,Motocicleta,M,44,Ferit lleu
4,10,7,2,Motocicleta,F,30,Ferit lleu
4,10,8,2,Motocicleta,M,21,Ferit lleu
7,10,9,2,Motocicleta,M,25,Ferit lleu
2,10,10,2,Motocicleta,F,33,Ferit lleu
1,10,11,2,Motocicleta,M,25,Ferit lleu
2,10,14,2,Motocicleta,M,27,Ferit lleu
2,10,15,2,Motocicleta,M,46,Ferit lleu
2,10,15,2,Motocicleta,M,31,Ferit lleu
5,10,16,2,Motocicleta,M,60,Ferit lleu
3,10,16,2,Motocicleta,M,22,Ferit lleu
10,10,16,2,Motocicleta,M,31,Ferit lleu
10,10,16,2,Motocicleta,M,39,Ferit lleu
4,10,17,2,Motocicleta,M,26,Ferit lleu
5,10,21,2,Motocicleta,M,26,Ferit lleu
5,10,21,2,Motocicleta,M,50,Ferit lleu
2,10,22,2,Motocicleta,F,31,Ferit lleu
6,10,23,2,Motocicleta,M,35,Ferit lleu
2,10,24,2,Motocicleta,M,34,Ferit lleu
2,10,25,2,Motocicleta,F,28,Ferit lleu
10,10,28,2,Motocicleta,F,42,Ferit lleu
6,10,29,2,Motocicleta,M,33,Ferit lleu
2,10,30,2,Motocicleta,M,27,Ferit lleu
2,10,30,2,Motocicleta,M,20,Ferit lleu
5,10,31,2,Motocicleta,M,53,Ferit lleu
1,10,31,2,Motocicleta,M,39,Ferit lleu
1,10,31,2,Motocicleta,M,43,Ferit lleu
2,11,1,2,Motocicleta,F,27,Ferit lleu
6,11,2,2,Motocicleta,M,33,Ferit lleu
5,11,4,2,Motocicleta,M,27,Ferit lleu
2,11,6,2,Motocicleta,M,36,Ferit lleu
4,11,8,2,Motocicleta,M,48,Ferit lleu
2,11,9,2,Motocicleta,M,31,Ferit lleu
10,11,9,2,Motocicleta,M,32,Ferit lleu
10,11,9,2,Motocicleta,M,34,Ferit lleu
6,11,9,2,Motocicleta,M,27,Ferit lleu
4,11,11,2,Motocicleta,F,33,Ferit lleu
5,11,11,2,Motocicleta,M,19,Ferit lleu
10,11,12,2,Motocicleta,M,40,Ferit lleu
2,11,13,2,Motocicleta,M,24,Ferit lleu
2,11,15,2,Motocicleta,M,36,Ferit lleu
5,11,16,2,Motocicleta,M,34,Ferit lleu
3,11,16,2,Motocicleta,F,21,Ferit lleu
10,11,17,2,Motocicleta,M,35,Ferit lleu
7,11,17,2,Motocicleta,M,41,Ferit lleu
4,11,21,2,Motocicleta,M,38,Ferit lleu
6,11,21,2,Motocicleta,M,30,Ferit lleu
5,11,21,2,Motocicleta,M,40,Ferit lleu
6,11,21,2,Motocicleta,M,31,Ferit lleu
3,11,23,2,Motocicleta,M,30,Ferit lleu
3,11,24,2,Motocicleta,M,36,Ferit lleu
3,11,24,2,Motocicleta,M,29,Ferit lleu
2,11,25,2,Motocicleta,M,33,Ferit lleu
8,11,24,2,Motocicleta,F,27,Ferit lleu
2,11,25,2,Motocicleta,M,33,Ferit lleu
7,11,25,2,Motocicleta,M,24,Ferit lleu
5,11,26,2,Motocicleta,M,22,Ferit lleu
4,11,26,2,Motocicleta,M,28,Ferit lleu
5,11,28,2,Motocicleta,M,32,Ferit lleu
5,12,3,2,Motocicleta,M,49,Ferit lleu
3,12,4,2,Motocicleta,F,42,Ferit lleu
4,12,4,2,Motocicleta,F,35,Ferit lleu
10,12,5,2,Motocicleta,M,37,Ferit lleu
5,12,7,2,Motocicleta,M,33,Ferit lleu
3,12,8,2,Motocicleta,M,20,Ferit lleu
3,12,8,2,Motocicleta,M,30,Ferit lleu
4,12,9,2,Motocicleta,M,27,Ferit lleu
2,12,10,2,Motocicleta,M,28,Ferit lleu
10,12,11,2,Motocicleta,M,54,Ferit lleu
5,12,12,2,Motocicleta,M,33,Ferit lleu
8,12,12,2,Motocicleta,M,40,Ferit lleu
5,12,12,2,Motocicleta,M,20,Ferit lleu
9,12,12,2,Motocicleta,M,40,Ferit lleu
2,12,15,2,Motocicleta,M,34,Ferit lleu
5,12,15,2,Motocicleta,M,46,Ferit lleu
2,12,15,2,Motocicleta,M,33,Ferit lleu
10,12,15,2,Motocicleta,M,47,Ferit lleu
10,12,16,2,Motocicleta,M,35,Ferit lleu
2,12,17,2,Motocicleta,M,45,Ferit lleu
1,12,18,2,Motocicleta,M,28,Ferit lleu
3,12,18,2,Motocicleta,M,54,Ferit lleu
2,12,19,2,Motocicleta,M,37,Ferit lleu
10,12,20,2,Motocicleta,M,25,Ferit lleu
10,12,20,2,Motocicleta,M,46,Ferit lleu
2,12,25,2,Motocicleta,M,23,Ferit lleu
2,12,25,2,Motocicleta,M,30,Ferit lleu
5,1,21,2,Motocicleta,M,26,Mort
7,3,15,2,Motocicleta,M,32,Mort
2,4,7,2,Motocicleta,M,24,Mort
7,7,26,2,Motocicleta,M,49,Mort
3,9,28,0,Otros veh�c. a motor,M,52,Ferit lleu
3,8,6,2,Otros veh�c. a motor,M,52,Ferit lleu
5,10,18,2,Otros veh�c. a motor,M,28,Ferit lleu
2,1,5,0,Taxi,M,34,Ferit lleu
2,1,12,0,Taxi,M,35,Ferit lleu
5,1,25,0,Taxi,M,45,Ferit lleu
5,1,28,0,Taxi,M,37,Ferit lleu
2,1,31,0,Taxi,M,61,Ferit lleu
10,2,4,0,Taxi,M,46,Ferit lleu
3,2,10,0,Taxi,M,54,Ferit lleu
3,2,19,0,Taxi,M,46,Ferit lleu
2,2,23,0,Taxi,M,51,Ferit lleu
2,2,23,0,Taxi,M,44,Ferit lleu
6,3,4,0,Taxi,F,37,Ferit lleu
5,3,12,0,Taxi,M,32,Ferit lleu
1,3,18,0,Taxi,M,51,Ferit lleu
7,3,22,0,Taxi,M,67,Ferit lleu
6,3,25,0,Taxi,M,53,Ferit lleu
6,3,31,0,Taxi,M,52,Ferit lleu
3,4,2,0,Taxi,M,54,Ferit lleu
10,5,5,0,Taxi,M,38,Ferit lleu
4,4,28,0,Taxi,M,51,Ferit lleu
9,5,7,0,Taxi,M,65,Ferit lleu
2,5,13,0,Taxi,M,34,Ferit lleu
2,5,14,0,Taxi,M,45,Ferit lleu
2,5,15,0,Taxi,M,36,Ferit lleu
4,5,16,0,Taxi,M,42,Ferit lleu
2,5,25,0,Taxi,M,60,Ferit lleu
9,5,28,0,Taxi,M,49,Ferit lleu
2,5,29,0,Taxi,M,50,Ferit lleu
7,6,16,0,Taxi,M,33,Ferit lleu
2,6,17,0,Taxi,M,57,Ferit lleu
1,6,19,0,Taxi,M,33,Ferit lleu
1,6,28,0,Taxi,M,35,Ferit lleu
3,7,3,0,Taxi,M,33,Ferit lleu
4,7,12,0,Taxi,M,27,Ferit lleu
3,7,15,0,Taxi,M,33,Ferit lleu
9,7,17,0,Taxi,M,28,Ferit lleu
7,7,19,0,Taxi,M,49,Ferit lleu
10,7,20,0,Taxi,M,56,Ferit lleu
2,8,13,0,Taxi,M,36,Ferit lleu
2,8,18,0,Taxi,M,43,Ferit lleu
2,8,24,0,Taxi,M,57,Ferit lleu
2,8,25,0,Taxi,M,58,Ferit lleu
2,8,25,0,Taxi,F,51,Ferit lleu
10,8,31,0,Taxi,M,51,Ferit lleu
10,9,25,0,Taxi,M,32,Ferit lleu
3,9,28,0,Taxi,M,65,Ferit lleu
2,10,1,0,Taxi,M,42,Ferit lleu
2,10,6,0,Taxi,M,46,Ferit lleu
10,10,26,0,Taxi,F,28,Ferit lleu
6,10,28,0,Taxi,M,35,Ferit lleu
2,10,29,0,Taxi,M,49,Ferit lleu
2,10,31,0,Taxi,M,41,Ferit lleu
1,11,9,0,Taxi,M,32,Ferit lleu
2,11,11,0,Taxi,M,62,Ferit lleu
10,11,15,0,Taxi,M,56,Ferit lleu
4,11,25,0,Taxi,M,51,Ferit lleu
10,12,11,0,Taxi,M,32,Ferit lleu
5,12,22,0,Taxi,M,41,Ferit lleu
2,12,23,0,Taxi,M,50,Ferit lleu
3,12,26,0,Taxi,M,34,Ferit lleu
1,12,31,0,Taxi,M,23,Ferit lleu
2,1,17,1,Taxi,M,41,Ferit lleu
2,1,24,1,Taxi,M,69,Ferit lleu
6,2,9,1,Taxi,M,64,Ferit lleu
8,2,14,1,Taxi,M,56,Ferit lleu
2,2,15,1,Taxi,M,51,Ferit lleu
2,2,16,1,Taxi,M,30,Ferit lleu
6,2,17,1,Taxi,M,48,Ferit lleu
5,2,25,1,Taxi,M,42,Ferit lleu
2,2,26,1,Taxi,M,30,Ferit lleu
3,2,27,1,Taxi,M,32,Ferit lleu
2,3,3,1,Taxi,M,39,Ferit lleu
5,3,11,1,Taxi,M,63,Ferit lleu
1,3,30,1,Taxi,M,35,Ferit lleu
2,4,13,1,Taxi,M,58,Ferit lleu
2,4,15,1,Taxi,M,72,Ferit lleu
4,4,26,1,Taxi,M,58,Ferit lleu
2,5,1,1,Taxi,M,39,Ferit lleu
2,5,6,1,Taxi,M,51,Ferit lleu
10,5,12,1,Taxi,M,48,Ferit lleu
6,5,12,1,Taxi,M,43,Ferit lleu
5,5,17,1,Taxi,M,41,Ferit lleu
1,5,20,1,Taxi,M,41,Ferit lleu
5,6,8,1,Taxi,F,58,Ferit lleu
5,6,9,1,Taxi,M,60,Ferit lleu
3,6,18,1,Taxi,M,44,Ferit lleu
7,6,24,1,Taxi,M,23,Ferit lleu
4,6,25,1,Taxi,M,57,Ferit lleu
10,6,25,1,Taxi,M,48,Ferit lleu
4,7,3,1,Taxi,F,41,Ferit lleu
10,7,28,1,Taxi,M,56,Ferit lleu
3,7,29,1,Taxi,M,45,Ferit lleu
5,8,7,1,Taxi,F,34,Ferit lleu
5,8,14,1,Taxi,M,34,Ferit lleu
2,8,19,1,Taxi,M,58,Ferit lleu
3,9,3,1,Taxi,M,54,Ferit lleu
10,9,9,1,Taxi,M,44,Ferit lleu
10,9,10,1,Taxi,M,56,Ferit lleu
2,9,20,1,Taxi,M,42,Ferit lleu
10,9,27,1,Taxi,M,64,Ferit lleu
2,10,6,1,Taxi,M,35,Ferit lleu
1,10,11,1,Taxi,M,53,Ferit lleu
3,10,12,1,Taxi,M,37,Ferit lleu
6,10,13,1,Taxi,M,35,Ferit lleu
1,10,19,1,Taxi,M,52,Ferit lleu
2,10,24,1,Taxi,M,35,Ferit lleu
3,11,5,1,Taxi,M,30,Ferit lleu
2,11,15,1,Taxi,M,43,Ferit lleu
2,11,17,1,Taxi,M,30,Ferit lleu
5,11,18,1,Taxi,M,40,Ferit lleu
2,11,23,1,Taxi,M,34,Ferit lleu
5,11,30,1,Taxi,F,40,Ferit lleu
6,12,8,1,Taxi,M,61,Ferit lleu
2,12,28,1,Taxi,M,28,Ferit lleu
4,12,31,1,Taxi,M,60,Ferit lleu
3,1,5,2,Taxi,M,50,Ferit lleu
10,1,5,2,Taxi,M,52,Ferit lleu
7,1,8,2,Taxi,M,44,Ferit lleu
2,1,10,2,Taxi,M,58,Ferit lleu
2,1,14,2,Taxi,M,69,Ferit lleu
5,1,30,2,Taxi,M,34,Ferit lleu
5,3,3,2,Taxi,M,54,Ferit lleu
2,2,11,2,Taxi,M,26,Ferit lleu
1,2,13,2,Taxi,M,58,Ferit lleu
2,2,13,2,Taxi,M,50,Ferit lleu
2,2,17,2,Taxi,M,31,Ferit lleu
2,2,20,2,Taxi,M,31,Ferit lleu
4,2,21,2,Taxi,M,35,Ferit lleu
1,3,11,2,Taxi,M,27,Ferit lleu
9,3,15,2,Taxi,M,45,Ferit lleu
10,4,2,2,Taxi,M,33,Ferit lleu
4,4,3,2,Taxi,M,56,Ferit lleu
3,4,10,2,Taxi,M,31,Ferit lleu
5,4,23,2,Taxi,M,24,Ferit lleu
2,4,29,2,Taxi,M,22,Ferit lleu
2,4,29,2,Taxi,M,41,Ferit lleu
5,5,1,2,Taxi,M,41,Ferit lleu
2,5,8,2,Taxi,F,43,Ferit lleu
3,5,18,2,Taxi,M,54,Ferit lleu
2,5,27,2,Taxi,M,50,Ferit lleu
2,5,29,2,Taxi,M,28,Ferit lleu
2,6,22,2,Taxi,M,43,Ferit lleu
2,6,24,2,Taxi,M,23,Ferit lleu
2,7,1,2,Taxi,M,41,Ferit lleu
2,7,11,2,Taxi,M,34,Ferit lleu
2,7,12,2,Taxi,M,28,Ferit lleu
2,7,19,2,Taxi,M,68,Ferit lleu
2,7,21,2,Taxi,M,30,Ferit lleu
4,7,22,2,Taxi,M,24,Ferit lleu
6,7,24,2,Taxi,M,48,Ferit lleu
5,8,3,2,Taxi,M,28,Ferit lleu
2,8,14,2,Taxi,M,35,Ferit lleu
2,8,14,2,Taxi,M,50,Ferit lleu
8,8,16,2,Taxi,M,55,Ferit lleu
5,8,18,2,Taxi,M,32,Ferit lleu
2,9,3,2,Taxi,M,37,Ferit lleu
3,9,14,2,Taxi,M,30,Ferit lleu
6,9,21,2,Taxi,M,49,Ferit lleu
5,9,22,2,Taxi,M,42,Ferit lleu
7,9,24,2,Taxi,M,45,Ferit lleu
3,9,24,2,Taxi,M,52,Ferit lleu
2,9,27,2,Taxi,M,61,Ferit lleu
10,10,9,2,Taxi,M,41,Ferit lleu
8,10,2,2,Taxi,M,41,Ferit lleu
2,10,16,2,Taxi,M,50,Ferit lleu
2,10,29,2,Taxi,M,34,Ferit lleu
2,11,12,2,Taxi,M,60,Ferit lleu
4,11,15,2,Taxi,M,36,Ferit lleu
4,11,15,2,Taxi,M,33,Ferit lleu
4,11,15,2,Taxi,M,44,Ferit lleu
4,11,21,2,Taxi,M,52,Ferit lleu
5,11,25,2,Taxi,M,26,Ferit lleu
7,12,11,2,Taxi,M,25,Ferit lleu
10,12,10,2,Taxi,M,56,Ferit lleu
10,12,23,2,Taxi,M,41,Ferit lleu
1,5,19,0,Todo terreno,M,40,Ferit lleu
3,9,23,0,Todo terreno,M,49,Ferit lleu
-1,11,24,0,TractoCamion,M,46,Ferit lleu
1,2,13,1,TractoCamion,M,43,Ferit lleu
10,11,15,1,TractoCamion,M,41,Ferit lleu
2,2,1,0,Turismo,M,21,Ferit greu
2,3,28,0,Turismo,M,86,Ferit greu
10,4,4,0,Turismo,M,75,Ferit greu
8,6,6,0,Turismo,M,19,Ferit greu
8,8,26,0,Turismo,M,31,Ferit greu
10,1,1,0,Turismo,F,32,Ferit lleu
10,1,1,0,Turismo,M,42,Ferit lleu
10,1,2,0,Turismo,M,34,Ferit lleu
2,1,3,0,Turismo,F,36,Ferit lleu
2,1,3,0,Turismo,M,45,Ferit lleu
2,1,5,0,Turismo,M,86,Ferit lleu
2,1,6,0,Turismo,M,37,Ferit lleu
2,1,6,0,Turismo,M,26,Ferit lleu
8,1,6,0,Turismo,F,32,Ferit lleu
8,1,6,0,Turismo,M,44,Ferit lleu
7,1,6,0,Turismo,M,42,Ferit lleu
10,1,8,0,Turismo,M,48,Ferit lleu
6,1,8,0,Turismo,M,43,Ferit lleu
6,1,8,0,Turismo,F,38,Ferit lleu
6,1,8,0,Turismo,F,58,Ferit lleu
10,1,9,0,Turismo,M,30,Ferit lleu
5,1,12,0,Turismo,F,70,Ferit lleu
2,1,12,0,Turismo,M,28,Ferit lleu
10,1,12,0,Turismo,M,21,Ferit lleu
10,1,12,0,Turismo,M,22,Ferit lleu
8,1,14,0,Turismo,M,37,Ferit lleu
8,1,15,0,Turismo,M,37,Ferit lleu
4,1,15,0,Turismo,F,31,Ferit lleu
10,1,16,0,Turismo,M,Desconegut,Ferit lleu
10,1,16,0,Turismo,F,33,Ferit lleu
2,1,16,0,Turismo,F,39,Ferit lleu
10,1,17,0,Turismo,M,31,Ferit lleu
6,1,18,0,Turismo,F,38,Ferit lleu
2,1,19,0,Turismo,M,35,Ferit lleu
3,1,21,0,Turismo,M,35,Ferit lleu
8,1,21,0,Turismo,M,34,Ferit lleu
9,1,22,0,Turismo,M,27,Ferit lleu
2,1,22,0,Turismo,M,63,Ferit lleu
7,1,23,0,Turismo,F,27,Ferit lleu
3,1,23,0,Turismo,M,40,Ferit lleu
3,1,23,0,Turismo,M,51,Ferit lleu
6,1,24,0,Turismo,M,22,Ferit lleu
7,1,24,0,Turismo,F,40,Ferit lleu
4,1,24,0,Turismo,F,37,Ferit lleu
4,1,24,0,Turismo,F,55,Ferit lleu
4,1,25,0,Turismo,F,36,Ferit lleu
6,1,26,0,Turismo,M,34,Ferit lleu
2,1,27,0,Turismo,F,37,Ferit lleu
9,1,28,0,Turismo,F,21,Ferit lleu
1,1,29,0,Turismo,M,37,Ferit lleu
7,1,31,0,Turismo,M,47,Ferit lleu
7,1,31,0,Turismo,F,55,Ferit lleu
2,1,31,0,Turismo,M,45,Ferit lleu
2,2,1,0,Turismo,M,22,Ferit lleu
10,2,2,0,Turismo,M,29,Ferit lleu
10,2,4,0,Turismo,M,64,Ferit lleu
10,2,4,0,Turismo,M,22,Ferit lleu
2,2,5,0,Turismo,M,34,Ferit lleu
9,2,5,0,Turismo,M,35,Ferit lleu
2,2,5,0,Turismo,M,34,Ferit lleu
5,2,6,0,Turismo,M,22,Ferit lleu
2,2,6,0,Turismo,F,39,Ferit lleu
2,2,8,0,Turismo,M,34,Ferit lleu
5,2,9,0,Turismo,M,18,Ferit lleu
5,2,9,0,Turismo,F,45,Ferit lleu
2,2,9,0,Turismo,M,22,Ferit lleu
3,2,9,0,Turismo,M,33,Ferit lleu
5,2,10,0,Turismo,M,42,Ferit lleu
5,2,10,0,Turismo,F,46,Ferit lleu
2,2,10,0,Turismo,M,22,Ferit lleu
8,2,11,0,Turismo,M,33,Ferit lleu
8,2,11,0,Turismo,M,27,Ferit lleu
8,2,11,0,Turismo,M,38,Ferit lleu
8,2,11,0,Turismo,M,69,Ferit lleu
4,2,12,0,Turismo,M,55,Ferit lleu
3,2,12,0,Turismo,F,27,Ferit lleu
2,2,12,0,Turismo,F,36,Ferit lleu
10,2,13,0,Turismo,M,22,Ferit lleu
2,2,14,0,Turismo,F,33,Ferit lleu
4,2,14,0,Turismo,M,19,Ferit lleu
10,2,14,0,Turismo,M,34,Ferit lleu
5,2,14,0,Turismo,F,37,Ferit lleu
2,2,14,0,Turismo,F,44,Ferit lleu
9,2,15,0,Turismo,M,34,Ferit lleu
10,2,15,0,Turismo,M,25,Ferit lleu
8,2,15,0,Turismo,F,22,Ferit lleu
2,2,16,0,Turismo,F,21,Ferit lleu
5,2,17,0,Turismo,M,35,Ferit lleu
3,2,17,0,Turismo,F,34,Ferit lleu
10,2,17,0,Turismo,M,29,Ferit lleu
10,2,18,0,Turismo,M,39,Ferit lleu
10,2,18,0,Turismo,F,24,Ferit lleu
7,2,18,0,Turismo,F,31,Ferit lleu
7,2,18,0,Turismo,M,40,Ferit lleu
10,2,18,0,Turismo,M,32,Ferit lleu
5,2,19,0,Turismo,M,81,Ferit lleu
5,2,19,0,Turismo,M,41,Ferit lleu
5,2,20,0,Turismo,M,26,Ferit lleu
2,2,20,0,Turismo,M,29,Ferit lleu
9,2,21,0,Turismo,F,22,Ferit lleu
7,2,21,0,Turismo,M,28,Ferit lleu
7,2,21,0,Turismo,M,25,Ferit lleu
4,2,21,0,Turismo,F,32,Ferit lleu
8,2,23,0,Turismo,F,27,Ferit lleu
7,2,24,0,Turismo,F,55,Ferit lleu
7,2,24,0,Turismo,F,35,Ferit lleu
1,2,24,0,Turismo,M,38,Ferit lleu
4,2,24,0,Turismo,F,28,Ferit lleu
4,2,24,0,Turismo,M,79,Ferit lleu
4,2,24,0,Turismo,M,41,Ferit lleu
10,2,24,0,Turismo,M,29,Ferit lleu
5,2,24,0,Turismo,F,29,Ferit lleu
5,2,24,0,Turismo,M,30,Ferit lleu
2,2,25,0,Turismo,M,34,Ferit lleu
5,2,25,0,Turismo,M,21,Ferit lleu
8,2,25,0,Turismo,M,19,Ferit lleu
4,2,26,0,Turismo,M,19,Ferit lleu
3,2,27,0,Turismo,F,50,Ferit lleu
3,2,27,0,Turismo,M,42,Ferit lleu
2,3,1,0,Turismo,F,44,Ferit lleu
8,3,2,0,Turismo,M,56,Ferit lleu
10,3,3,0,Turismo,F,48,Ferit lleu
5,3,3,0,Turismo,M,27,Ferit lleu
6,3,4,0,Turismo,M,48,Ferit lleu
6,3,5,0,Turismo,M,36,Ferit lleu
1,3,5,0,Turismo,M,32,Ferit lleu
2,3,5,0,Turismo,M,32,Ferit lleu
6,3,6,0,Turismo,F,60,Ferit lleu
6,3,6,0,Turismo,M,60,Ferit lleu
6,3,6,0,Turismo,F,30,Ferit lleu
6,3,6,0,Turismo,F,25,Ferit lleu
5,3,6,0,Turismo,M,41,Ferit lleu
7,3,7,0,Turismo,M,71,Ferit lleu
7,3,8,0,Turismo,M,20,Ferit lleu
2,3,9,0,Turismo,F,35,Ferit lleu
7,3,10,0,Turismo,F,22,Ferit lleu
2,3,10,0,Turismo,M,37,Ferit lleu
9,3,11,0,Turismo,M,28,Ferit lleu
5,3,11,0,Turismo,M,23,Ferit lleu
8,3,11,0,Turismo,M,21,Ferit lleu
8,3,11,0,Turismo,F,30,Ferit lleu
3,3,12,0,Turismo,F,40,Ferit lleu
2,3,13,0,Turismo,F,18,Ferit lleu
2,3,14,0,Turismo,M,50,Ferit lleu
2,3,14,0,Turismo,M,20,Ferit lleu
8,3,14,0,Turismo,M,22,Ferit lleu
3,3,16,0,Turismo,F,57,Ferit lleu
10,3,17,0,Turismo,M,28,Ferit lleu
10,3,17,0,Turismo,M,55,Ferit lleu
2,3,17,0,Turismo,M,23,Ferit lleu
2,3,17,0,Turismo,F,28,Ferit lleu
1,3,18,0,Turismo,M,57,Ferit lleu
1,3,18,0,Turismo,M,33,Ferit lleu
2,3,18,0,Turismo,F,22,Ferit lleu
2,3,18,0,Turismo,M,20,Ferit lleu
7,3,19,0,Turismo,M,20,Ferit lleu
8,3,19,0,Turismo,M,52,Ferit lleu
1,3,20,0,Turismo,M,Desconegut,Ferit lleu
9,3,21,0,Turismo,M,24,Ferit lleu
9,3,21,0,Turismo,M,57,Ferit lleu
9,3,21,0,Turismo,M,38,Ferit lleu
9,3,22,0,Turismo,M,52,Ferit lleu
9,3,23,0,Turismo,F,44,Ferit lleu
3,3,24,0,Turismo,M,19,Ferit lleu
7,3,24,0,Turismo,M,32,Ferit lleu
